Date,Quarter,Action,Top,Left,Result,Player,Distance (ft)
Nov 14,2,Made 2-pointer from 16 ft,50,404,make,Allen Iverson,16.0
Nov 14,2,Missed 2-pointer from 12 ft,155,189,miss,Allen Iverson,12.0
Nov 14,2,Missed 2-pointer from 0 ft,50,240,miss,Allen Iverson,0.0
Nov 14,2,Made 2-pointer from 0 ft,50,240,make,Allen Iverson,0.0
Nov 14,2,Made 2-pointer from 17 ft,32,71,make,Allen Iverson,17.0
Nov 14,2,Made 3-pointer from 25 ft,218,54,make,Allen Iverson,25.0
Nov 14,2,Missed 2-pointer from 10 ft,65,340,miss,Allen Iverson,10.0
Nov 14,2,Missed 2-pointer from 16 ft,44,81,miss,Allen Iverson,16.0
Nov 14,3,Made 2-pointer from 19 ft,116,417,make,Allen Iverson,19.0
Nov 14,3,Missed 2-pointer from 4 ft,85,248,miss,Allen Iverson,4.0
Nov 14,3,Missed 2-pointer from 16 ft,67,79,miss,Allen Iverson,16.0
Nov 14,3,Missed 2-pointer from 21 ft,152,61,miss,Allen Iverson,21.0
Nov 14,3,Missed 2-pointer from 9 ft,53,329,miss,Allen Iverson,9.0
Nov 14,4,Missed 2-pointer from 14 ft,119,360,miss,Allen Iverson,14.0
Nov 14,4,Missed 2-pointer from 15 ft,198,207,miss,Allen Iverson,15.0
Nov 14,4,Made 2-pointer from 0 ft,50,240,make,Allen Iverson,0.0
Nov 14,4,Made 3-pointer from 27 ft,315,260,make,Allen Iverson,27.0
Nov 14,4,Made 2-pointer from 14 ft,83,107,make,Allen Iverson,14.0
Nov 14,4,Missed 3-pointer from 26 ft,259,84,miss,Allen Iverson,26.0
Nov 14,4,Made 2-pointer from 14 ft,113,370,make,Allen Iverson,14.0
Nov 16,1,Missed 2-pointer from 0 ft,50,240,miss,Allen Iverson,0.0
Nov 16,1,Missed 2-pointer from 15 ft,41,86,miss,Allen Iverson,15.0
Nov 16,1,Missed 2-pointer from 16 ft,44,79,miss,Allen Iverson,16.0
Nov 16,1,Missed 2-pointer from 14 ft,45,384,miss,Allen Iverson,14.0
Nov 16,1,Missed 3-pointer from 23 ft,14,8,miss,Allen Iverson,23.0
Nov 16,2,Made 2-pointer from 0 ft,50,240,make,Allen Iverson,0.0
Nov 16,2,Missed 3-pointer from 24 ft,285,186,miss,Allen Iverson,24.0
Nov 16,2,Made 2-pointer from 8 ft,58,324,make,Allen Iverson,8.0
Nov 16,3,Missed 2-pointer from 0 ft,50,240,miss,Allen Iverson,0.0
Nov 16,3,Missed 3-pointer from 26 ft,221,440,miss,Allen Iverson,26.0
Nov 16,3,Missed 2-pointer from 0 ft,50,240,miss,Allen Iverson,0.0
Nov 16,3,Missed 2-pointer from 5 ft,95,235,miss,Allen Iverson,5.0
Nov 16,3,Made 2-pointer from 17 ft,11,74,make,Allen Iverson,17.0
Nov 16,4,Missed 3-pointer from 25 ft,159,467,miss,Allen Iverson,25.0
Nov 16,4,Missed 2-pointer from 19 ft,195,120,miss,Allen Iverson,19.0
Nov 16,4,Missed 3-pointer from 27 ft,280,104,miss,Allen Iverson,27.0
Nov 16,4,Made 2-pointer from 0 ft,50,240,make,Allen Iverson,0.0
Nov 16,4,Made 2-pointer from 20 ft,45,38,make,Allen Iverson,20.0
Nov 16,4,Missed 3-pointer from 26 ft,213,439,miss,Allen Iverson,26.0
Nov 16,4,Missed 2-pointer from 0 ft,50,240,miss,Allen Iverson,0.0
Nov 16,4,Missed 2-pointer from 15 ft,76,391,miss,Allen Iverson,15.0
Nov 16,4,Missed 3-pointer from 25 ft,168,22,miss,Allen Iverson,25.0
Nov 17,1,Made 3-pointer from 26 ft,307,269,make,Allen Iverson,26.0
Nov 17,1,Missed 2-pointer from 14 ft,154,145,miss,Allen Iverson,14.0
Nov 17,1,Missed 2-pointer from 0 ft,50,240,miss,Allen Iverson,0.0
Nov 17,1,Made 2-pointer from 0 ft,50,240,make,Allen Iverson,0.0
Nov 17,1,Missed 3-pointer from 26 ft,270,107,miss,Allen Iverson,26.0
Nov 17,1,Missed 2-pointer from 0 ft,50,240,miss,Allen Iverson,0.0
Nov 17,1,Made 2-pointer from 17 ft,200,329,make,Allen Iverson,17.0
Nov 17,1,Missed 2-pointer from 0 ft,50,240,miss,Allen Iverson,0.0
Nov 17,1,Missed 3-pointer from 26 ft,297,332,miss,Allen Iverson,26.0
Nov 17,2,Missed 2-pointer from 0 ft,50,240,miss,Allen Iverson,0.0
Nov 17,2,Made 2-pointer from 0 ft,50,240,make,Allen Iverson,0.0
Nov 17,2,Missed 2-pointer from 15 ft,182,174,miss,Allen Iverson,15.0
Nov 17,2,Missed 2-pointer from 16 ft,191,161,miss,Allen Iverson,16.0
Nov 17,3,Missed 2-pointer from 17 ft,145,97,miss,Allen Iverson,17.0
Nov 17,3,Missed 2-pointer from 18 ft,62,63,miss,Allen Iverson,18.0
Nov 17,3,Made 2-pointer from 19 ft,104,56,make,Allen Iverson,19.0
Nov 17,3,Missed 3-pointer from 28 ft,320,165,miss,Allen Iverson,28.0
Nov 17,3,Missed 2-pointer from 18 ft,104,66,miss,Allen Iverson,18.0
Nov 17,3,Made 2-pointer from 18 ft,45,63,make,Allen Iverson,18.0
Nov 17,3,Made 2-pointer from 6 ft,78,186,make,Allen Iverson,6.0
Nov 17,4,Missed 2-pointer from 10 ft,86,337,miss,Allen Iverson,10.0
Nov 17,4,Made 2-pointer from 18 ft,127,74,make,Allen Iverson,18.0
Nov 17,4,Missed 2-pointer from 0 ft,50,240,miss,Allen Iverson,0.0
Nov 17,4,Made 2-pointer from 9 ft,139,235,make,Allen Iverson,9.0
Nov 17,4,Missed 2-pointer from 17 ft,70,69,miss,Allen Iverson,17.0
Nov 17,4,Missed 2-pointer from 18 ft,52,61,miss,Allen Iverson,18.0
Nov 17,4,Made 2-pointer from 18 ft,104,409,make,Allen Iverson,18.0
Nov 19,1,Missed 2-pointer from 17 ft,145,384,miss,Allen Iverson,17.0
Nov 19,1,Made 2-pointer from 0 ft,50,240,make,Allen Iverson,0.0
Nov 19,1,Made 2-pointer from 16 ft,208,202,make,Allen Iverson,16.0
Nov 19,1,Missed 2-pointer from 10 ft,122,178,miss,Allen Iverson,10.0
Nov 19,1,Made 2-pointer from 0 ft,50,240,make,Allen Iverson,0.0
Nov 19,1,Made 2-pointer from 20 ft,36,41,make,Allen Iverson,20.0
Nov 19,1,Missed 2-pointer from 0 ft,50,240,miss,Allen Iverson,0.0
Nov 19,1,Made 3-pointer from 24 ft,219,71,make,Allen Iverson,24.0
Nov 19,1,Missed 2-pointer from 0 ft,50,240,miss,Allen Iverson,0.0
Nov 19,2,Missed 2-pointer from 17 ft,81,76,miss,Allen Iverson,17.0
Nov 19,2,Made 2-pointer from 0 ft,50,240,make,Allen Iverson,0.0
Nov 19,2,Made 2-pointer from 0 ft,50,240,make,Allen Iverson,0.0
Nov 19,2,Made 2-pointer from 5 ft,96,246,make,Allen Iverson,5.0
Nov 19,2,Made 2-pointer from 0 ft,50,240,make,Allen Iverson,0.0
Nov 19,2,Made 3-pointer from 25 ft,298,225,make,Allen Iverson,25.0
Nov 19,2,Missed 3-pointer from 24 ft,260,125,miss,Allen Iverson,24.0
Nov 19,2,Missed 3-pointer from 25 ft,283,145,miss,Allen Iverson,25.0
Nov 19,2,Missed 2-pointer from 0 ft,50,240,miss,Allen Iverson,0.0
Nov 19,2,Missed 2-pointer from 0 ft,50,240,miss,Allen Iverson,0.0
Nov 19,3,Missed 2-pointer from 0 ft,50,240,miss,Allen Iverson,0.0
Nov 19,3,Missed 2-pointer from 0 ft,50,240,miss,Allen Iverson,0.0
Nov 19,3,Made 2-pointer from 23 ft,279,234,make,Allen Iverson,23.0
Nov 19,3,Missed 2-pointer from 18 ft,58,424,miss,Allen Iverson,18.0
Nov 19,3,Made 2-pointer from 0 ft,50,240,make,Allen Iverson,0.0
Nov 19,3,Missed 3-pointer from 25 ft,224,54,miss,Allen Iverson,25.0
Nov 19,4,Missed 2-pointer from 17 ft,116,87,miss,Allen Iverson,17.0
Nov 19,4,Missed 3-pointer from 23 ft,60,10,miss,Allen Iverson,23.0
Nov 19,4,Made 2-pointer from 21 ft,80,35,make,Allen Iverson,21.0
Nov 19,4,Made 2-pointer from 11 ft,159,240,make,Allen Iverson,11.0
Nov 19,4,Made 2-pointer from 21 ft,159,419,make,Allen Iverson,21.0
Nov 19,4,Made 2-pointer from 20 ft,136,64,make,Allen Iverson,20.0
Nov 19,4,Missed 2-pointer from 21 ft,42,35,miss,Allen Iverson,21.0
Nov 19,4,Missed 2-pointer from 21 ft,264,243,miss,Allen Iverson,21.0
Nov 20,1,Missed 2-pointer from 0 ft,50,240,miss,Allen Iverson,0.0
Nov 20,1,Missed 3-pointer from 25 ft,226,424,miss,Allen Iverson,25.0
Nov 20,1,Missed 3-pointer from 24 ft,254,105,miss,Allen Iverson,24.0
Nov 20,1,Made 3-pointer from 25 ft,249,87,make,Allen Iverson,25.0
Nov 20,1,Missed 2-pointer from 20 ft,251,248,miss,Allen Iverson,20.0
Nov 20,1,Missed 2-pointer from 6 ft,113,235,miss,Allen Iverson,6.0
Nov 20,2,Made 2-pointer from 0 ft,50,240,make,Allen Iverson,0.0
Nov 20,2,Made 2-pointer from 9 ft,131,191,make,Allen Iverson,9.0
Nov 20,2,Made 2-pointer from 21 ft,257,271,make,Allen Iverson,21.0
Nov 20,2,Missed 2-pointer from 18 ft,188,117,miss,Allen Iverson,18.0
Nov 20,2,Missed 2-pointer from 10 ft,134,286,miss,Allen Iverson,10.0
Nov 20,2,Missed 2-pointer from 18 ft,47,424,miss,Allen Iverson,18.0
Nov 20,2,Missed 2-pointer from 0 ft,50,240,miss,Allen Iverson,0.0
Nov 20,3,Missed 2-pointer from 18 ft,113,412,miss,Allen Iverson,18.0
Nov 20,3,Missed 2-pointer from 0 ft,50,240,miss,Allen Iverson,0.0
Nov 20,3,Missed 2-pointer from 0 ft,50,240,miss,Allen Iverson,0.0
Nov 20,3,Made 3-pointer from 26 ft,307,211,make,Allen Iverson,26.0
Nov 20,3,Made 3-pointer from 25 ft,234,71,make,Allen Iverson,25.0
Nov 20,4,Made 2-pointer from 19 ft,37,430,make,Allen Iverson,19.0
Nov 20,4,Made 2-pointer from 12 ft,164,189,make,Allen Iverson,12.0
Nov 20,4,Made 3-pointer from 25 ft,246,87,make,Allen Iverson,25.0
Nov 20,4,Made 2-pointer from 0 ft,50,240,make,Allen Iverson,0.0
Nov 20,4,Missed 2-pointer from 0 ft,50,240,miss,Allen Iverson,0.0
Nov 20,4,Missed 3-pointer from 26 ft,256,74,miss,Allen Iverson,26.0
Nov 22,1,Made 2-pointer from 18 ft,36,416,make,Allen Iverson,18.0
Nov 22,1,Made 2-pointer from 0 ft,50,240,make,Allen Iverson,0.0
Nov 22,1,Made 2-pointer from 21 ft,172,74,make,Allen Iverson,21.0
Nov 22,1,Missed 2-pointer from 11 ft,76,348,miss,Allen Iverson,11.0
Nov 22,1,Missed 2-pointer from 0 ft,50,240,miss,Allen Iverson,0.0
Nov 22,1,Missed 3-pointer from 25 ft,254,389,miss,Allen Iverson,25.0
Nov 22,1,Missed 2-pointer from 0 ft,50,240,miss,Allen Iverson,0.0
Nov 22,1,Missed 2-pointer from 15 ft,119,112,miss,Allen Iverson,15.0
Nov 22,2,Made 2-pointer from 14 ft,73,105,make,Allen Iverson,14.0
Nov 22,2,Missed 2-pointer from 0 ft,50,240,miss,Allen Iverson,0.0
Nov 22,2,Missed 2-pointer from 0 ft,50,240,miss,Allen Iverson,0.0
Nov 22,2,Missed 2-pointer from 0 ft,50,240,miss,Allen Iverson,0.0
Nov 22,2,Made 2-pointer from 15 ft,22,384,make,Allen Iverson,15.0
Nov 22,2,Missed 2-pointer from 8 ft,57,163,miss,Allen Iverson,8.0
Nov 22,2,Missed 2-pointer from 0 ft,50,240,miss,Allen Iverson,0.0
Nov 22,3,Made 2-pointer from 18 ft,52,63,make,Allen Iverson,18.0
Nov 22,3,Missed 2-pointer from 0 ft,50,240,miss,Allen Iverson,0.0
Nov 22,3,Missed 2-pointer from 0 ft,50,240,miss,Allen Iverson,0.0
Nov 22,3,Missed 2-pointer from 0 ft,50,240,miss,Allen Iverson,0.0
Nov 22,3,Made 2-pointer from 0 ft,50,240,make,Allen Iverson,0.0
Nov 22,3,Missed 2-pointer from 20 ft,124,54,miss,Allen Iverson,20.0
Nov 22,3,Made 2-pointer from 19 ft,60,427,make,Allen Iverson,19.0
Nov 22,4,Missed 2-pointer from 0 ft,50,240,miss,Allen Iverson,0.0
Nov 22,4,Made 2-pointer from 0 ft,50,240,make,Allen Iverson,0.0
